patch_index,image_id,patch_name,y,x,H,W,patch_size,stride,clahe_clip,clahe_grid,dog_sigma1,dog_sigma2
662,74,74_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
663,74,74_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
664,74,74_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
665,74,74_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
666,74,74_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
667,75,75_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
668,75,75_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
669,75,75_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
670,75,75_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
671,75,75_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
672,75,75_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
673,75,75_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
674,75,75_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
675,75,75_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
676,76,76_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
677,76,76_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
678,76,76_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
679,76,76_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
680,76,76_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
681,76,76_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
682,76,76_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
683,76,76_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
684,76,76_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
685,77,77_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
686,77,77_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
687,77,77_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
688,77,77_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
689,77,77_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
690,77,77_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
691,77,77_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
692,77,77_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
693,77,77_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
694,78,78_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
695,78,78_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
696,78,78_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
697,78,78_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
698,78,78_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
699,78,78_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
700,78,78_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
701,78,78_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
702,78,78_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
703,79,79_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
704,79,79_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
705,79,79_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
706,79,79_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
707,79,79_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
708,79,79_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
709,79,79_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
710,79,79_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
711,79,79_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
712,80,80_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
713,80,80_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
714,80,80_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
715,80,80_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
716,80,80_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
717,80,80_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
718,80,80_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
719,80,80_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
720,80,80_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
721,81,81_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
722,81,81_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
723,81,81_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
724,81,81_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
725,81,81_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
726,81,81_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
727,81,81_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
728,81,81_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
729,81,81_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
730,82,82_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
731,82,82_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
732,82,82_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
733,82,82_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
734,82,82_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
735,82,82_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
736,82,82_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
737,82,82_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
738,82,82_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
739,83,83_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
740,83,83_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
741,83,83_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
742,83,83_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
743,83,83_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
744,83,83_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
745,83,83_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
746,83,83_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
747,83,83_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
748,84,84_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
749,84,84_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
750,84,84_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
751,84,84_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
752,84,84_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
753,84,84_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
754,84,84_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
755,84,84_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
756,84,84_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
757,85,85_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
758,85,85_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
759,85,85_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
760,85,85_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
761,85,85_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
762,85,85_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
763,85,85_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
764,85,85_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
765,85,85_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
766,86,86_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
767,86,86_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
768,86,86_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
769,86,86_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
770,86,86_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
771,86,86_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
772,86,86_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
773,86,86_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
774,86,86_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
775,87,87_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
776,87,87_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
777,87,87_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
778,87,87_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
779,87,87_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
780,87,87_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
781,87,87_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
782,87,87_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
783,87,87_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
784,88,88_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
785,88,88_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
786,88,88_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
787,88,88_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
788,88,88_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
789,88,88_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
790,88,88_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
791,88,88_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
792,88,88_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
793,89,89_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
794,89,89_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
795,89,89_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
796,89,89_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
797,89,89_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
798,89,89_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
799,89,89_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
800,89,89_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
801,89,89_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
802,90,90_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
803,90,90_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
804,90,90_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
805,90,90_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
806,90,90_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
807,90,90_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
808,90,90_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
809,90,90_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
810,90,90_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
811,91,91_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
812,91,91_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
813,91,91_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
814,91,91_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
815,91,91_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
816,91,91_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
817,91,91_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
818,91,91_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
819,91,91_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
820,92,92_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
821,92,92_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
822,92,92_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
823,92,92_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
824,92,92_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
825,92,92_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
826,92,92_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
827,92,92_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
828,92,92_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
829,93,93_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
830,93,93_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
831,93,93_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
832,93,93_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
833,93,93_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
834,93,93_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
835,93,93_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
836,93,93_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
837,93,93_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
838,94,94_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
839,94,94_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
840,94,94_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
841,94,94_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
842,94,94_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
843,94,94_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
844,94,94_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
845,94,94_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
846,94,94_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
847,95,95_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
848,95,95_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
849,95,95_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
850,95,95_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
851,95,95_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
852,95,95_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
853,95,95_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
854,95,95_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
855,95,95_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
856,96,96_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
857,96,96_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
858,96,96_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
859,96,96_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
860,96,96_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
861,96,96_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
862,96,96_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
863,96,96_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
864,96,96_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
865,97,97_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
866,97,97_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
867,97,97_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
868,97,97_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
869,97,97_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
870,97,97_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
871,97,97_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
872,97,97_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
873,97,97_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
874,98,98_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
875,98,98_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
876,98,98_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
877,98,98_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
878,98,98_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
879,98,98_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
880,98,98_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
881,98,98_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
882,98,98_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
883,99,99_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
884,99,99_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
885,99,99_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
886,99,99_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
887,99,99_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
888,99,99_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
889,99,99_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
890,99,99_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
891,99,99_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
892,100,100_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
893,100,100_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
894,100,100_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
895,100,100_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
896,100,100_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
897,100,100_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
898,100,100_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
899,100,100_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
900,100,100_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
901,101,101_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
902,101,101_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
903,101,101_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
904,101,101_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
905,101,101_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
906,101,101_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
907,101,101_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
908,101,101_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
909,101,101_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
910,102,102_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
911,102,102_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
912,102,102_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
913,102,102_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
914,102,102_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
915,102,102_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
916,102,102_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
917,102,102_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
918,102,102_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
919,103,103_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
920,103,103_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
921,103,103_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
922,103,103_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
923,103,103_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
924,103,103_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
925,103,103_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
926,103,103_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
927,103,103_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
928,104,104_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
929,104,104_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
930,104,104_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
931,104,104_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
932,104,104_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
933,104,104_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
934,104,104_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
935,104,104_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
936,104,104_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
937,105,105_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
938,105,105_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
939,105,105_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
940,105,105_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
941,105,105_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
942,105,105_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
943,105,105_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
944,105,105_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
945,105,105_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
946,106,106_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
947,106,106_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
948,106,106_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
949,106,106_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
950,106,106_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
951,106,106_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
952,106,106_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
953,106,106_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
954,106,106_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
955,107,107_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
956,107,107_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
957,107,107_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
958,107,107_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
959,107,107_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
960,107,107_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
961,107,107_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
962,107,107_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
963,107,107_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
964,108,108_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
965,108,108_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
966,108,108_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
967,108,108_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
968,108,108_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
969,108,108_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
970,108,108_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
971,108,108_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
972,108,108_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
973,109,109_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
974,109,109_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
975,109,109_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
976,109,109_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
977,109,109_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
978,109,109_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
979,109,109_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
980,109,109_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
981,109,109_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
982,110,110_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
983,110,110_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
984,110,110_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
985,110,110_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
986,110,110_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
987,110,110_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
988,110,110_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
989,110,110_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
990,110,110_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
991,111,111_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
992,111,111_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
